1750,(98),Borrowed,1750,Returned
,p 54,,,
Jan. 12,K.4.14,Universal History Vol 8<sup>th</sup> & 9<sup>th</sup> on,May 7,Universal Hist. Vol. 8<sup>th</sup> & 9<sup>th</sup>
,,Mr D. Youngs order by,,
,,R. Anstruther,,
Mar 23,K.4.14,Universal History Vol 7<sup>th</sup> on the,May 7,Universal Hist. Vol 7<sup>th</sup>
,,above order by Robert Anstruther,,
1751,p. 73),,,
Mar 22,L.6.4,Epistles for the Ladies 2 V<sup>s</sup>,Augt 21,Epist. for þe Ladies 2 V<sup>s</sup>
Dr. Arch<sup>d</sup> Campbell,K.3.25,Pamphlets Vol. 3<sup>d</sup>,Augt 21,pamphlets Vol. 3<sup>d</sup>
June 6,A.1.16,Josephi opera Gr Lat 2<sup>vs</sup>,July 1,Josephi Op. gr Lat. 2 V<sup>s</sup>
Augt 21,K.5.2,Fables for the female sex,Sep.,Fables for the female sex
Novr 18,C.3.26,Galatinus de Arcani Cathol.,Novr 20,Galatinus de Cath. Veritate
1752,,,,
Jan 30,J.4.,Nature displayd V. 1<sup>st</sup>,July 8,Nature display'd V. 1<sup>st</sup>
,L.3,Comment petrop. 8 <sup>vs</sup>,July 8,Comment petrop 8 <sup>vs</sup>
apr. 23,A.,Confucius Sinm. Philosophus,July 8,Confucius Sinarum phil.
,J.,Du haldes Hist. of China V. 3<sup>d</sup>,July 8,Du haldes Hist. of China V. 3<sup>d</sup>
,L.,Luciani Opera Gr Lat. 2 <sup>vs</sup>,July 8,Luciani Op gr. Lat 2<sup>vs</sup>
Augt 4,K.8.27,Adventures of Lady Frail,Augt 8,Adventures of Lady Frail
,J.4.36,Rowes devoute Exercises,,
11,J.,pamela V. 1<sup>st</sup>,Sep. 29,Pamela V. 1<sup>st</sup>
Sep 2,K.3.21,Ansons Voyage,feb 16,Ansons Voyage
,A.6.17,Cyrus Travels Eng. 2 <sup>vs</sup>,feb 16,Cyrus Travels 2 <sup>vs</sup>
,K.8.25,Pompey the Little,July 3,Pompey the Little
1750,p. 43,,,
Jan. 12,J.2.6,Burnet on þe 39 Articles on,Mar 1,Burnet on þe 39 Articles
,,Mr Gregories order by Thos. Wolfe,,
27,K.3.12,Desaguiliers Exper philos. Vol 2<sup>d</sup>,Mar 1,Desaguiliers Exp. phil. V. 2<sup>d</sup>
,,on Mr D. Youngs order by Thos. Wolfe,,
March 14,A.3.20,Gregory Astronomia,apr 24,Gregory Astronomia
,K.2.10,Lovats Trial on Mr Gregories,Apr 23,Lovat's Trial
,,order by Thos Wolfe,,
,,,,
