1749,(52),Borrowed,1749,Returned
Jan. 25,K.6.16,ffrazers Hist. of Nadir Shah,ffeb<sup>r</sup> 11,ffrazer's Hist. of Nad<sup>r</sup> Shah
,J.7.4,Adventures of Da. Simple 2 Voll,feb<sup>r</sup> 11,Adventures of Da. Simple 2 V<sup>s</sup>
,,on Mr Gregorie's order by,,
,,Robert Brown,,
16,A.6.44,Rapin′s Hist. of Engd Vol. 8<sup>th</sup> on,Mar. 4,Rapin's Hist. of Eng. Vol. 5<sup>th</sup>
,,profr Shaw's order by Robert Brown,,
16,A.4.21,Abercrombie′s Hist. of Scots Worthies V.,Apr. 21,Abercrombie's Scots Worthies
,E.6.62,Account of Switzerland on D<sup>r</sup>,Mar. 29,Acco<sup>t</sup> of Switzerland
,,Hadow's order by Robert Brown,,
Mar. 4,A.5.1,Peerage of England,Mar. 29,Peerage of Eng<sup>d</sup>
,A.6.44,Rapin′s Hist. of Engd Vol. 10<sup>th</sup> on,Mar. 14,Rapins Hist. Vol. 10<sup>th</sup>
,,profr Shaws order by Robert Brown,,
8,J.4.26,Nature display′d Vol. 1<sup>st</sup>,Mar 17,Nature display'd Vol. 1<sup>st</sup>
,C.6.4,Clarks Sermons Vol. 3<sup>d</sup> on M<sup>r</sup>,Mar 19,Clarks Sermons V. 3<sup>d</sup>
,,Da: Gregorie's order Robert Brown,,
15,B.3.3,Newman′s Concordance,Mar. 29,Newman's Concordance
,J.1.11,D. of Ormonds Life Vol. 1<sup>st</sup> on prof<sup>r</sup>,June 14,Ormonds Life Vol. 1<sup>st</sup>
,,Shaw's order by Robert Brown,,
20,J.2.16,Whitby on þe N. Testamt Vol. 2<sup>d</sup> on,May 29,Whitby on þe N. Testam<sup>t</sup>
,,Dr Haddows order by Robert Brown,,
,,,pag. 66,
1749,,,,
Jan. 26,K.4.14,Universal History Vol. 17<sup>th</sup>,feb. 6,Universal Hist. Vol. 17<sup>th</sup>
,K.8.8,ffortunate ffoundlings,Augt 10,Fortunate foundlings
,,Hen: Rymer,,
feb 3,J.5.7,Shuckford′s Connection Vol. 1<sup>st</sup>,Jan. 29,Shuckfords Connection V. 1<sup>st</sup>
,A.6.39,Robinson Crusoe Vol. 1 & 2<sup>d</sup>,feb. 27,Robinson Crusoe Vol. 1<sup>st</sup> & 2<sup>d</sup>
6,C.6.29,Prideaux′s Connection Vol. 1<sup>st</sup>,feb. 27,prideaux's connection V. 1<sup>st</sup>
,K.4.14,Universal Hist. Vol. 11<sup>th</sup>,feb. 27,Universal Hist. Vol. 11<sup>th</sup>
7,K.4.14,Universal Hist. Vol. 14<sup>th</sup>,ffeb 8,Univ. Hist. Vol. 14<sup>th</sup>
8,K.4.14,Universal Hist. Vol. 12 & 13<sup>th</sup>,feb. 27,Universal Hist. Vol. 12<sup>th</sup> & 13<sup>th</sup>
,,by Hen: Rymer,,
27,K.1.7,Critici Sacri Vol. 6<sup>th</sup>,May 8,Critici Sacri Vol. 6<sup>th</sup>
,E.6.67,Lucas′s Sermons Vol. 2<sup>d</sup>,Aug<sup>t</sup> 10,Lucass's Sermons V. 2<sup>d</sup>
,K.7.43,Marisii Sylleina Theol.,Aug<sup>t</sup> 10,Maresii Colleg. Theologium
,K.2.8,Marchant on þe N. Testamt on M<sup>r</sup>,Aug<sup>t</sup> 10,Marchant on þe N. Testam<sup>t</sup>
,,Rymers order by Ja: Rymer,,
Mar. 24,K.4.14,Universal History Vol. 9<sup>th</sup>,April 18,Universal Hist. Vol. 9<sup>th</sup>
,,Hen: Rymers,,
Apr. 18,K.4.14,Universal Hist. Vol. 4<sup>th</sup>,June 19,Universal Hist. Vol 4<sup>th</sup>
24,K.3.21,Ansons Voyage,May 27,Ansons Voyage
May 5,J.2.16,Whitby on the N. Testamt Vol 1<sup>st</sup>,May 4,Whitby on the N. Test. Vol. 1<sup>st</sup>
,J.3.19,Doddridges fam. Expositor Vol. 1<sup>st</sup>,May 14,Doddridge's fam. Expositor V. 1<sup>st</sup>
,B.5.11,Pool′s annotations Vol. 1<sup>st</sup>,feb. 29,pools Annot. Vol 1<sup>st</sup>
,,on Mr Rymers order by Ja: Rymer,pag. 75,
,,,,
