1750,(96),Borrowed,1750,Returned
,p 48,,,
Jan. 6,C.6.17,Colliers Sermons,Mar 23,Collier's Sermons
,C.6.42,Colliers Essays on prinll Mu-,Feb. 27,Collier's Essays
,,risons order by Duncan Mcara,,
19,E.7.57,Avantures de Telemaque on profr,Mar 23,Avantures de Telemaque
,,Shaw's order by Duncan Mcara,,
22,K.5.26,Fosters Sermons Vol 3<sup>d</sup>,Feb. 6,Fosters Sermons V. 3<sup>d</sup>
,J.6.4,Plays Vol. 2<sup>d</sup> on Dr Hadow's,Feb. 6,Plays Vol 2<sup>d</sup>
,,order by Duncan Mcara,,
Feb. 3,H.2.8,Marloratus on Epistolas,Feb. 19,Marloratus on Epist.
,K.2.8,Marchant on þe New Testamt,Apr 25,Marchant on þe N. Testam<sup>t</sup>.
,H.4.26,Hammond on þe N. Testamt,Feb. 19,Hammond on þe N. Test<sup>t</sup>
,J.2.16,Whitby on þe N. Testament Vol. 2<sup>d</sup>,Feb. 19,Whitby on þe N. Test. V. 2<sup>d</sup>
,,on prinll Murisons order by,,
,,Duncan Mcara,,
5,K.7.26,Pamphlets Vol. 10<sup>th</sup>,Feb. 6,Pamphlets Vol 10<sup>th</sup>
6,B.3.10,Pools Synopsis Critico. Vol. 4<sup>th</sup> p. 2<sup>d</sup>,feb. 19,pools Synopsis V. 4. p. 2<sup>d</sup>
,B.3.11,pools Annotations Vol 2<sup>d</sup>,feb. 19,Pools Annotations V. 2<sup>d</sup>
,J.1.17,Pamphlets Vol 4<sup>th</sup> on prof<sup>r</sup>,Apr 9,pamphlets Vol 4<sup>th</sup>
,,Shaw's order by Duncan Mcara,,
27,A.4.3,Eachards Church History,Apr 9,Eachards Church History
,J.2.14,Midletons Life of Cicero Vol. 1<sup>st</sup> on,Apr. 11,Midletons Life of Cicero V. 1<sup>st</sup>
,,prinll Murisons order by,,
,,Duncan Mcara,p. 110,
1750,,,,
Jan. 6,A.6.44,Rapins Hist. of England Vol 1<sup>st</sup> & 2<sup>d</sup>,July 4<sup>th</sup>,Rapins Hist of Eng<sup>d</sup> V. 1<sup>st</sup> & 2<sup>d</sup>
,,on Mr Rymers order by John Morison,,
Aug<sup>t</sup> 2,A.6.44,Rapins Hist. of England Vol 3<sup>d</sup> & 4<sup>th</sup> on,Jan. 9,RApins hist. V. 3<sup>d</sup> & 4<sup>th</sup>
,,the above order by John Morison,,
16,A.6.44,Rapins Hist. of Engd Vol 5 & 6<sup>th</sup> on,Jan. 9,Rapins Hist. V. 5<sup>th</sup> & 6<sup>th</sup>
,,the above order by John Morison,,
,,,,
