1751,159,Borrowed,1751,Returned
feb. 16,A.1.24,History of the Stuarts Vol 1<sup>st</sup>,feb. 27,Hist. of the Stuarts V. 1<sup>st</sup>
,K.4.14,Universal History Vol 1<sup>st</sup>,Mar 11,Universal Hist. Vol 1<sup>st</sup>
Mar 13,J.4.45,Du Haldes Hist. of China 4 V<sup>s</sup>,Mar 25,du Halde's Hist. of China 4<sup>Vs</sup>
,J.4.29,Mar. Turennes Life 2<sup>Vs</sup>,Mar 25,Mar Turenne's Life 2<sup>Vs</sup>
,,Ja. Murison,,
26,K.4.14,Universal History Vol 2<sup>d</sup>,Apr. 8,Universal Hist. Vol 2<sup>d</sup>
30,K.4.14,Universal History Vol 3<sup>d</sup>,Apr 15,Univerasl Hist. Vol 3<sup>d</sup>
Apr. 20,K.4.14,Universal History Vol. 4<sup>th</sup>,May 28,Universal Hist. V. 4<sup>th</sup>
,,Trial of þe Witnesses unbound,June 7,Trial of þe Witnesses
May 9,A.1.22,Ciceronis Op. Vol. 2<sup>d</sup>,May 28,Ciceronis Op. V. 2<sup>dum</sup>
,E.6.9,M. Antonini Meditat. Gr. Lat.,May 28,M. Antonini Meditat Gr Lat.
,F.6.13,Epictetus Simplicii,May 28,Epictetus Simplicii
,A.3.32,Senecae opera,May 28,Senecae opera
28,E.5.41,Epictetus Arriani 2 V<sup>s</sup>,May 28,Epictetus Arriani
June 7,E.5.2,Clarendons Survey of Hobbs Leviathn,June 22,Clarendons survey of Leviathon
,J.2.6,Burnet on þe 39 Articles,June 22,Burnet on þe 39 Articles
22,K.4.7,King on the Origin of Evil,Augt 25,King on þe Origin of Evil
,J.5.29,Warburtons div. Legation 3<sup>vs</sup>,Augt 23,Warburtons div. Leg<sup>n</sup> 3 <sup>Vs</sup>
Aug<sup>t</sup> 23,A.1.22,Mackenzies Lives of þe Scots Writers V 1<sup>st</sup>,Octr 4,Mackenzies Lives V. 1<sup>st</sup>
,C.2.2,Caves Lives of þe primit. ffathers,Octr 4,caves Lives of þe ffathers
,K.8.4,Essais de Theodice,Octr 4[[,Essais de T]]heodice
,L.6.11,Emlyns Tracts 2 V<sup>s</sup>,Oct. 4,Emlyn's Tracts 2 V<sup>s</sup>
,K.4.14,Universal Hist. Vol 5<sup>th</sup>,Oct 4,Universal Hist. V. 5<sup>th</sup>
Oct<sup>r</sup> 4,K.4.14,Univers. Hist. Vol 6<sup>th</sup>,Oct 25,Univers. Hist. V. 6
,J.6.12,Lemoine on Miracles,Oct 25,Lemoine on Miracles
,K.7.40,Fontanelles Hist. of Oracles,Oct 25,Fontanelles Hist. of Oracles
,L.6.20,Colins Scheme of Lit. prophecy,Octr 25,Colin's Scheme
,L.6.19,Colins grounds and Reasons,Oct 25,Colins Grounds
Oct. 25,K.4.6,Answer to Fontanelles Hist. of Oracles,Nov. 1,Ans<sup>r</sup> to Fontanelle
,K.4.14,Univers History V. 8<sup>th</sup>,Nov. 1,Univers. Hist. V. 8<sup>th</sup>
Nov. 2,J.4.14,Turnballs principles of M. and Ch. Philos. 2 <sup>vs</sup>,Nov. 11,Turnballs principles 2<sup>Vs</sup>
,K.4.11,Lardners Credibility of þe Gos. Hist. 4. V<sup>s</sup>,Nov. 11,Lardners Credibility 4 V<sup>s</sup>
,K.5.19,Le Esprit de Loix 3 V<sup>s</sup>,Nov. 11,L'Esprit de Loix 3 <sup>Vs</sup>
,L.2.4,Calmets Dictionary 3 V<sup>s</sup>,Nov. 13,Calmets Dict. 3<sup>vs</sup>
Nov. 13,B.3.6,N. Testamentum Millii,Novr 8,Millii N. Test.
,J.3.10,Turretini Cogitat. and Dissertat. 2 <sup>vs</sup>,Decr 9,Turretini Cogitat & Dissert. 2<sup>vs</sup>
,R.4.14,Universal Hist. V. 9<sup>th</sup> & 10,Nov. 30,Universal. Hist. V. 9 & 10<sup>th</sup>
,N. Coll.,Fabricius de Veritate Rel. Christ.,Nov 30,Fabricius de Veritate R. Chr.
Decr 12,A.4,"Rushworths Collections V. 1, 2, 3, 4<sup>th</sup>",Jan. 4,"Rushworths Collect. V. 1, 2, 3, 4<sup>th</sup>"
,A.4.,Keatings Hist. of Ireland,Jan 4,Keating's Hist. of Ireland
,,,p. 162.,
,,,,
